date,symbol,open,high,low,close,volume,return,volatility,ma_5
2023-10-25,AMZN,135.51,147.92,131.73,144.74,2488278,-0.5018927661917544,0.8818881379625723,214.81
2023-11-01,AMZN,367.04,377.01,363.05,373.19,256498,1.578347381511676,1.0679473818232699,252.35399999999998
2023-11-11,AMZN,480.29,487.92,479.51,484.93,1670006,0.29941852675580805,0.9857306918329121,324.534
2023-11-27,AMZN,173.36,175.99,167.29,169.45,1017040,-0.6505681232342813,0.8938453270184711,292.578
2023-12-02,AMZN,416.29,419.42,408.23,412.66,2800713,1.4352906462083213,1.0467081322102523,316.994
2023-12-10,AMZN,321.2,327.07,318.8,323.15,4446664,-0.21690980468182053,0.9893190754985264,352.67600000000004
2023-12-27,AMZN,493.37,497.45,487.35,491.35,1504104,0.5205013151787097,0.7914797418370033,376.308
2023-03-03,GOOG,191.38,206.18,188.13,201.31,1490281,0.10385480067993647,0.4219528128487932,279.62600000000003
2023-03-06,GOOG,379.26,381.53,375.2,379.99,4985211,0.8875863096716508,0.5482667589208602,301.77000000000004
2023-03-11,GOOG,152.03,157.32,151.92,157.2,3277326,-0.586304902760599,0.655077887886986,273.434
2023-03-25,GOOG,480.35,482.51,468.65,473.37,4867493,2.011259541984733,1.1035278728883435,278.848
2023-03-27,GOOG,448.04,452.41,435.82,438.46,4177151,-0.07374780826837368,1.0118488677673954,330.066
2023-04-06,GOOG,150.82,155.12,149.75,151.27,1104646,-0.654997035077316,1.1302107851785466,320.058
2023-04-07,GOOG,469.76,483.9,467.39,479.18,3168893,2.1677133602168306,1.403740385779099,339.896
2023-04-08,GOOG,276.81,279.05,270.08,273.43,1023780,-0.4293793564005175,1.3727588342048034,363.142
2023-04-17,GOOG,173.75,177.6,165.21,165.56,976031,-0.3945068207585123,1.1616559380524178,301.58000000000004
2023-04-22,GOOG,415.44,417.0,407.23,408.47,2461632,1.4672022227591208,1.2933475786775595,295.582
2023-04-25,GOOG,259.47,261.3,252.05,252.39,1909377,-0.38210884520283017,1.2407398991617082,315.806
2023-04-27,GOOG,446.92,455.27,443.43,451.08,2046793,0.7872340425531916,0.8715766496915516,310.186
2023-05-02,GOOG,426.33,427.45,418.14,420.82,1775843,-0.06708344417841627,0.8186157410099598,339.66400000000004
2023-05-15,GOOG,479.43,481.23,472.59,474.48,398090,0.12751295090537518,0.7402831963665614,401.44800000000004
2023-05-23,GOOG,418.07,420.27,413.1,413.49,3277945,-0.12854071825998992,0.44167617645505086,402.45199999999994
2023-05-24,GOOG,218.85,222.56,215.53,220.18,1112117,-0.4675082831507412,0.46446795201916685,396.01
2023-06-01,GOOG,116.35,117.74,108.84,109.73,3587124,-0.5016350258879099,0.2703260824009906,327.74
2023-06-03,GOOG,458.08,460.98,457.55,458.32,730265,3.1767975940945954,1.550901898818247,335.24000000000007
2023-06-11,GOOG,493.74,496.06,483.33,486.73,4454385,0.061987257811136454,1.5544892437720848,337.69000000000005
2023-06-24,GOOG,395.0,396.12,391.78,394.04,1096530,-0.19043412158691675,1.5602669260828055,333.8
2023-07-07,GOOG,112.57,116.87,110.03,115.3,2932868,-0.7073901126789159,1.5974640272052625,312.824
2023-07-08,GOOG,357.6,357.73,354.99,355.77,4946769,2.0856027753686037,1.6630842989996968,362.03200000000004
2023-07-10,GOOG,485.06,494.65,483.03,493.95,4341361,0.38839699806054484,1.0611767102091014,369.158
2023-07-14,GOOG,146.83,150.63,136.6,139.69,2634629,-0.7171980969733779,1.162331896659914,299.75
2023-07-22,GOOG,196.99,198.87,192.27,192.37,3820464,0.3771207674135586,1.1457078839492711,259.416
2023-08-13,GOOG,389.37,389.77,388.18,389.29,4266769,1.0236523366429275,1.026035179179253,314.214
2023-08-19,GOOG,419.91,422.25,413.78,416.9,3419260,0.07092398982763481,0.6322771305374288,326.44
2023-09-07,GOOG,340.98,343.11,336.25,342.05,297775,-0.17953945790357395,0.647226047221846,296.06
2023-09-11,GOOG,233.7,239.65,233.32,239.12,3038496,-0.3009209179944453,0.5294790273174994,315.946
2023-09-17,GOOG,467.65,471.12,462.33,462.71,958158,0.9350535296085647,0.6265025981684026,370.014
2023-09-21,GOOG,336.51,336.78,332.81,334.49,611411,-0.27710661105227896,0.5163791356058851,359.054
2023-10-01,GOOG,144.77,145.05,137.51,140.16,4647603,-0.5809740201500793,0.5871267699875478,303.706
2023-10-10,GOOG,162.1,166.41,151.0,155.73,1227199,0.11108732876712324,0.5892771579665137,266.442
2023-10-19,GOOG,389.93,395.05,387.53,391.8,2280338,1.5158928915430554,0.8686518860133754,296.978
2023-11-09,GOOG,239.55,252.29,234.72,248.14,1812503,-0.3666666666666667,0.8406361755966333,254.06400000000002
2023-11-15,GOOG,430.11,434.83,421.34,425.71,4909109,0.7156040944628033,0.8522268748335083,272.308
2023-11-22,GOOG,331.86,334.55,326.39,328.69,3457519,-0.22790162317070306,0.7742145153084594,310.014
2023-12-01,GOOG,168.27,172.18,158.43,159.76,237478,-0.5139493139432292,0.8672271086130043,310.82
2023-12-05,GOOG,199.09,202.88,196.14,196.21,3700333,0.2281547320981474,0.5023052364965752,271.702
2023-12-10,GOOG,280.88,291.14,278.34,289.56,2493293,0.47576576117425207,0.5036694335309874,279.986
2023-12-13,GOOG,227.64,234.4,224.66,234.22,659723,-0.19111755767371186,0.39386673250053295,241.68800000000002
2023-01-26,MSFT,419.76,422.73,415.4,422.32,4182494,0.6134479465138492,0.4528763985088809,378.234
2023-01-26,MSFT,364.65,376.1,364.57,374.23,128625,-0.11387099829513159,0.4609517082456801,394.438
2023-02-06,MSFT,217.62,224.54,214.95,221.9,2759440,-0.40704914090265343,0.41729240894537395,344.422
2023-02-08,MSFT,417.18,425.24,415.76,420.28,4543778,0.8940063091482648,0.6027882888967818,340.096
2023-02-14,MSFT,415.16,425.5,412.63,422.45,4828307,0.005163224516988807,0.5379486980435051,372.236
2023-02-17,MSFT,269.39,273.64,265.73,270.76,3263683,-0.3590720795360398,0.5260201401722594,341.92400000000004
2023-02-22,MSFT,465.76,467.68,461.55,464.14,490719,0.7142118481311863,0.6042400824387633,359.906
2023-03-07,MSFT,403.98,408.21,403.67,404.61,2178007,-0.1282587150428749,0.5479866729646532,396.448
2023-03-17,MSFT,326.31,338.37,325.4,336.02,1832465,-0.16952126739329243,0.41335938174637865,379.596
2023-03-27,MSFT,243.27,246.62,232.93,235.54,3682069,-0.299029819653592,0.43645075106493414,342.214
2023-04-01,MSFT,424.05,435.95,421.49,431.39,4142787,0.8314935891992867,0.5375886342501669,374.34
2023-04-11,MSFT,423.25,430.27,419.23,425.92,4494539,-0.012679941584181287,0.45174434679296743,366.696
2023-04-13,MSFT,148.84,153.37,144.6,145.96,2335000,-0.6573065364387678,0.5529229930922183,314.966
2023-04-22,MSFT,105.24,109.4,100.43,108.51,1067344,-0.2565771444231296,0.558520809351448,269.464
2023-04-26,MSFT,230.58,231.38,228.83,230.94,1368300,1.1282831075476913,0.7498238131520896,268.544
2023-05-03,MSFT,447.22,457.29,445.7,453.34,3712744,0.9630206980168008,0.7789660120242945,272.934
2023-05-10,MSFT,460.23,467.47,456.12,464.05,1666847,0.02362465257863855,0.7762686007874874,280.56
2023-05-15,MSFT,386.2,390.73,384.04,386.62,1087471,-0.16685701971770284,0.6562073350962783,328.692
2023-06-02,MSFT,283.87,284.26,275.38,275.39,3976274,-0.2876985153380581,0.663369017178252,362.068
2023-06-04,MSFT,272.9,281.66,272.0,279.7,4168316,0.01565053197283861,0.4946765941671968,371.82000000000005
2023-07-09,MSFT,209.82,215.14,207.6,211.76,2154780,-0.2429031104755095,0.14472006731488543,323.504
2023-07-12,MSFT,490.99,494.45,480.9,485.0,821001,1.2903286739705329,0.663465747678094,327.694
2023-07-17,MSFT,253.64,258.42,240.24,244.37,3843797,-0.49614432989690715,0.713710434509282,299.24399999999997
2023-07-18,MSFT,233.4,236.09,226.76,231.36,2861089,-0.05323894095019843,0.6928947366680677,290.438
2023-07-20,MSFT,372.05,374.34,365.72,366.67,880641,0.5848461272475796,0.7211898355217091,307.832
2023-08-05,MSFT,494.26,497.62,485.29,489.1,1841093,0.3338969645730494,0.6738992252649053,363.3
2023-08-11,MSFT,172.49,176.2,160.95,163.82,237023,-0.6650582702923737,0.5308815180264583,299.06399999999996
2023-08-16,MSFT,473.37,476.09,469.95,473.4,2749103,1.8897570504211938,0.9481641622486069,344.87
2023-08-17,MSFT,454.0,456.81,451.98,454.6,796358,-0.03971271651880004,0.946501217112265,389.518
2023-08-20,MSFT,404.98,414.23,400.88,412.52,3317635,-0.09256489221293451,0.9654325545547215,398.688
2023-09-02,MSFT,161.52,166.3,153.12,155.99,4781993,-0.6218607582662659,1.0447553486121661,332.066
2023-09-04,MSFT,175.25,177.02,171.6,174.52,4266500,0.11878966600423113,0.9575281712224647,334.206
2023-09-06,MSFT,335.97,338.15,329.29,333.81,2673619,0.9127320650928259,0.5542243821453139,306.288
2023-09-07,MSFT,100.41,102.75,88.87,93.59,2810626,-0.7196309277732842,0.6572540758551536,234.086
2023-09-11,MSFT,228.94,236.41,225.53,235.14,2085296,1.5124479111016131,0.968255947446652,198.61
2023-09-13,MSFT,314.13,315.85,306.43,308.8,567010,0.3132601854214512,0.8421437371147641,229.17199999999997
2023-09-23,MSFT,283.92,288.89,274.79,275.08,2161774,-0.10919689119170994,0.8687892758930922,249.28399999999996
2023-10-23,MSFT,229.02,236.68,225.48,235.99,467654,-0.1421041151664969,0.8350880766135341,229.71999999999997
2023-11-13,MSFT,266.66,272.87,266.24,268.28,3662737,0.13682783168778312,0.6802214771914147,264.658
2023-11-13,MSFT,213.51,216.74,207.92,210.77,2797143,-0.2143655881914417,0.22072347341951395,259.784
2023-11-17,MSFT,427.19,436.37,427.15,433.83,588972,1.0583100061678605,0.5268743711054774,284.78999999999996
2023-11-22,MSFT,152.28,162.27,151.31,160.02,2556070,-0.6311458405366157,0.6313913368814563,261.778
2023-12-01,MSFT,110.6,117.02,107.73,112.32,4830530,-0.298087739032621,0.6464063457619519,237.044
2023-12-10,MSFT,259.96,273.61,257.35,269.5,854950,1.3993945868945872,0.9036183711628897,237.288
2023-12-15,MSFT,423.81,429.67,423.37,426.91,1174135,0.5840816326530613,0.8680585043975844,280.51599999999996
2023-12-19,MSFT,134.77,138.44,131.04,135.51,181264,-0.6825794663980699,0.8979067268722712,220.852
2023-12-23,MSFT,118.67,129.31,118.21,128.14,2054354,-0.054387130101099634,0.818120519460151,214.47600000000003
2023-02-23,TSLA,393.25,396.82,381.33,385.88,3071981,0.09559637716135261,0.3584072670542906,289.504
2023-03-13,TSLA,251.2,256.54,249.54,255.3,3785501,-0.3383953560692443,0.3406152988280705,300.756
2023-03-17,TSLA,493.59,498.06,490.63,491.78,1019484,0.926282804543674,0.5039932230158087,344.552
2023-03-18,TSLA,328.92,338.9,327.39,338.52,3951424,-0.31164341778844196,0.5398039530980351,364.738
2023-03-19,TSLA,315.94,317.99,311.81,315.67,2180154,-0.0674997045964787,0.5159464835545756,357.43
2023-03-20,TSLA,443.34,444.44,436.31,439.86,3996830,0.3934171761649823,0.5376910033923177,368.226
2023-03-22,TSLA,171.53,175.25,165.25,168.86,4401754,-0.6161051243577502,0.6068332714163686,350.938
2023-04-04,TSLA,173.83,177.8,168.81,169.74,255683,0.005211417742508662,0.3757913601914078,286.53000000000003
2023-04-05,TSLA,236.73,238.63,228.96,231.92,2185259,0.366324967597502,0.40982204259434185,265.21
2023-05-19,TSLA,142.27,146.16,139.17,145.08,3547794,-0.37443946188340793,0.4468250183374189,231.092
2023-05-26,TSLA,128.88,130.17,117.18,119.49,4760061,-0.17638544251447486,0.3736954610272395,167.018
2023-06-02,TSLA,340.45,344.71,335.6,344.61,1866891,1.8840070298769773,0.9046832766370185,202.168
2023-06-12,TSLA,313.4,322.57,311.17,319.04,4115470,-0.07419982008647452,0.9127121770349746,232.02800000000002
2023-06-19,TSLA,189.03,193.49,186.23,186.96,3765060,-0.41399197592778336,0.9688772447565365,223.036
2023-06-19,TSLA,248.26,259.25,243.33,254.51,2715075,0.3613072314933674,0.9203649127986303,244.92200000000003
2023-06-21,TSLA,485.29,490.14,475.32,475.53,2325300,0.8684138147813445,0.8989403172108026,316.13
2023-06-22,TSLA,394.87,401.46,391.51,400.24,4963059,-0.15832860177065589,0.5046344680867555,327.256
2023-07-11,TSLA,472.37,486.84,472.09,481.86,3138370,0.20392764341395164,0.493546358499171,359.82
2023-08-01,TSLA,462.61,467.34,459.89,464.03,2466610,-0.037002448844062674,0.401877769132491,415.23400000000004
2023-08-07,TSLA,441.75,442.99,437.25,441.6,4916909,-0.048337391978966804,0.4144764392931876,452.65199999999993
2023-08-09,TSLA,402.82,416.42,399.2,411.88,4887890,-0.06730072463768122,0.13472001015377236,439.922
2023-08-14,TSLA,171.42,175.66,170.92,174.47,4329215,-0.5764057492473535,0.2858825020642109,394.768
2023-08-17,TSLA,263.76,266.99,262.29,264.81,2083851,0.5177967558892647,0.3871908008899374,351.358
2023-08-18,TSLA,438.5,444.75,434.66,441.07,4131419,0.6656093047845624,0.5004925934749328,346.76599999999996
2023-09-07,TSLA,262.08,267.22,258.24,263.51,2353694,-0.402566486045299,0.5491404375363259,311.148
2023-09-15,TSLA,255.47,259.61,249.11,250.9,2713740,-0.04785397138628511,0.5483701174661884,278.952
2023-09-21,TSLA,205.47,209.13,199.55,200.8,1326476,-0.19968114786767632,0.4632733635983226,284.21799999999996
2023-09-25,TSLA,138.29,141.5,125.72,128.76,4500072,-0.35876494023904393,0.4337064852445115,257.008
2023-10-04,TSLA,213.95,217.96,207.4,210.09,3367727,0.631640260950606,0.41935787423147264,210.81199999999998
2023-10-12,TSLA,313.04,314.72,303.4,304.07,3857974,0.4473320957684801,0.4258128840175256,218.92400000000004
2023-11-09,TSLA,284.31,286.13,275.92,278.44,4144588,-0.08428980169040023,0.42915748448889446,224.43199999999996
2023-11-10,TSLA,103.61,108.37,101.63,105.38,3105334,-0.6215342623186324,0.5294232567715569,205.348
2023-11-19,TSLA,129.82,143.42,128.83,139.56,1852126,0.32434997153160006,0.5000967834759261,207.50799999999998
2023-11-21,TSLA,110.55,114.6,103.14,108.08,212816,-0.22556606477500718,0.4314212658294772,187.106
2023-11-24,TSLA,473.48,474.6,461.8,463.63,2355363,3.2896928201332347,1.5757733301794612,219.01800000000003
2023-11-27,TSLA,377.47,377.88,368.49,371.89,1020597,-0.19787330414339022,1.5877340156621897,237.708
2023-12-02,TSLA,315.94,320.65,307.0,310.0,4674293,-0.1664201780096265,1.5178829389184456,278.63199999999995
2023-12-10,TSLA,177.75,181.25,175.29,175.98,3479569,-0.43232258064516127,1.5888982256674336,285.916
2023-12-13,TSLA,324.51,332.4,321.9,329.93,222409,0.8748153199227187,1.5469804151857882,330.28599999999994
2023-12-15,TSLA,294.7,304.99,292.95,302.82,2557184,-0.08216894492771198,0.5064096073522995,298.12399999999997
2023-12-21,TSLA,410.64,420.28,406.83,416.06,1755743,0.3739515223565155,0.5152669012828125,306.95799999999997
